date,gz_spr,baa_aaa,cp_treas1mo,gz_spr_oa_p,ebp,cons,invest_tot,gdp,pgdp,xmktret,treas10yr,ffr_eff,cistds,roa,termspr,ffr_r,cons_nds,cons_d,invest_res,invest_es,invest_ht,invest_nrs,invbus
1971Q1,,1.3133,0.3105,,,2802.184,265.2715,4374.016,25.1150,38.3957,5.9995,3.8852,,,-2.1290,-0.8230,2743.735,169.8476,283.9028,207.2833,2.3562,258.2015,767.0322
1971Q2,,1.1333,0.4744,,,2827.852,269.1671,4398.829,25.4510,-4.7273,6.2516,4.5742,,,-1.9305,-0.3103,2762.586,173.6997,312.5527,210.6854,2.5244,257.5332,775.2734
1971Q3,,1.1467,0.5506,,,2850.437,270.2260,4433.943,25.7050,-6.7920,6.5202,5.4639,,,-1.4434,0.5661,2775.988,178.3145,327.9510,212.0690,2.5711,256.6081,783.1417
1971Q4,,1.1133,0.6172,,,2897.849,275.9996,4446.264,25.9090,13.2190,6.0026,4.6875,,,-1.7263,-0.0415,2809.782,185.9252,340.6602,218.9300,2.7113,255.9362,782.4019
1972Q1,,1.0000,0.1959,,,2936.524,285.2985,4525.769,26.3330,22.6945,6.1079,3.5723,,,-2.6150,-0.3327,2842.621,190.1771,363.3817,226.5990,2.8567,262.6266,785.1107
1972Q2,,0.9467,0.6612,,,2992.603,290.0257,4633.101,26.4860,-3.5233,6.2148,4.3039,,,-2.3918,0.6983,2893.827,194.9529,370.5112,233.3616,2.8258,264.1004,794.5989
1972Q3,,0.9633,0.5175,,,3038.802,294.5491,4677.503,26.7280,5.0388,6.2976,4.7263,,,-2.0286,1.5807,2933.401,199.9575,371.3714,239.4674,2.8548,264.6843,804.3432
1972Q4,,0.8567,0.2797,,,3110.052,309.9240,4754.546,27.0410,21.6177,6.3217,5.1502,,,-1.3919,2.1913,2986.951,210.5427,384.6386,259.8217,2.8898,268.8983,808.0759
1973Q1,0.8896,0.7467,0.4616,0.7441,0.0209,3166.962,324.3258,4876.166,27.3940,-39.4963,6.5570,6.5090,43.2000,0.5605,-0.7717,3.4919,3017.455,223.9356,397.5725,274.1760,3.0397,277.6816,813.8449
1973Q2,0.8471,0.7867,0.8173,0.8289,-0.0316,3165.371,337.5689,4932.571,27.8510,-42.7824,6.7075,7.8087,57.6000,0.6455,-0.0131,5.0573,3022.515,221.3165,377.3463,286.6620,3.1928,286.3559,827.0789
1973Q3,0.6955,0.8800,1.1203,0.8899,-0.3143,3176.705,343.2829,4906.252,28.3830,21.7848,7.1703,10.5232,17.7400,0.6104,1.2794,7.0809,3040.342,219.3951,361.3358,288.7757,3.3483,292.8282,832.8852
1973Q4,1.0661,0.7867,1.2714,0.9647,0.0523,3167.420,346.0895,4953.050,28.8690,-57.4815,6.7737,9.9782,14.5200,0.9723,0.8265,5.9668,3042.523,214.3540,344.0699,291.1273,3.5853,290.1337,847.0864
1974Q1,0.9828,0.6467,0.5879,1.0106,-0.0035,3139.695,345.8817,4909.617,29.4650,-14.3506,7.0603,9.3258,57.2600,0.5503,0.6899,4.5590,3023.460,209.4392,318.8376,290.5744,3.6539,288.5016,853.6979
1974Q2,1.1519,0.7000,1.3760,1.0850,0.2001,3150.649,345.2233,4922.188,30.1250,-56.0559,7.7862,11.1803,76.6100,0.5456,0.4853,5.4030,3033.024,210.6093,304.9350,291.0699,3.5916,287.3127,862.9494
1974Q3,1.9156,0.8233,1.8195,1.2348,0.8057,3163.603,341.2290,4873.520,31.0630,-140.340,8.1560,12.0761,43.5500,0.5531,0.1496,5.2093,3044.669,211.8032,294.8839,291.6772,3.7128,274.8430,866.1149
1974Q4,2.0764,1.5533,1.7748,1.2339,0.8332,3117.267,331.6647,4854.340,32.0220,24.9794,7.5433,9.3113,33.3300,0.6930,-0.0837,0.9435,3041.137,191.5543,256.0821,277.6718,3.8193,271.5048,876.1564
1975Q1,1.4150,1.9400,0.8682,1.1337,0.3778,3143.431,311.2149,4795.295,32.7600,73.3804,7.3303,6.2968,13.0100,0.7999,-1.3890,-3.1026,3060.660,195.4789,240.2654,255.3110,3.8537,257.5297,872.3089
1975Q2,1.2315,1.7567,0.2127,1.0228,0.2218,3195.816,302.9838,4831.942,33.2370,50.2247,7.7889,5.4261,14.6300,0.7474,-2.2356,-4.2106,3110.342,199.1767,245.4266,251.1171,3.7167,247.8283,864.9119
1975Q3,1.1963,1.6700,0.1122,1.0187,0.2827,3241.354,305.7119,4913.328,33.8570,-59.7347,8.0296,6.1433,12.2000,0.6504,-1.4962,-2.5581,3131.471,211.5635,262.5220,255.1361,3.6612,249.2283,863.4662
1975Q4,1.0724,1.7700,0.1992,0.9280,0.0925,3275.681,308.5072,4977.511,34.4540,22.8807,7.9479,5.4032,7.4400,0.7177,-2.1353,-1.9729,3155.258,217.7393,274.0067,259.1971,3.6662,249.3971,863.3794
1976Q1,0.8614,1.7000,0.0571,0.8405,-0.0202,3341.157,314.0717,5090.663,34.8410,51.7788,7.6457,4.8130,3.3100,0.8160,-2.5872,-1.7602,3202.533,228.7073,302.0212,261.6610,3.7890,256.1191,871.3242
1976Q2,0.8935,1.3633,0.0632,0.8354,0.0290,3371.831,317.8872,5128.947,35.2080,4.1608,7.6476,5.1936,3.3100,0.8611,-2.3486,-0.9465,3234.513,229.7979,310.7084,264.1632,4.0944,255.3453,883.1089
1976Q3,0.8266,1.1567,-0.0078,0.8033,-0.0006,3407.460,324.8339,5154.072,35.6800,1.3869,7.6050,5.2839,0.0000,0.9476,-2.3136,-0.5240,3268.290,232.4510,305.6402,268.7472,4.4472,257.9377,894.0814
1976Q4,0.8834,1.0300,0.0798,0.7612,-0.0256,3451.848,331.2971,5191.499,36.2910,12.7310,7.0977,4.8653,2.4800,0.8713,-2.3164,-0.9986,3309.317,236.1345,344.5969,272.3599,4.9346,258.7432,897.6397
1977Q1,0.8686,1.0733,0.0768,0.7901,-0.0706,3491.299,344.1508,5251.762,36.9010,-30.3459,7.2305,4.6771,0.0000,0.8861,-2.4849,-1.1214,3332.904,245.0211,354.9890,290.7464,5.0645,257.8603,903.6492
1977Q2,0.8382,0.9833,0.1838,0.7831,-0.0711,3510.621,354.0648,5356.131,37.4910,12.4143,7.2938,5.1577,0.8300,1.0029,-2.3225,-0.7852,3340.858,250.7959,395.6041,295.7699,5.3957,267.5054,913.6877
1977Q3,0.7833,0.8833,0.1814,0.7929,-0.1066,3544.066,361.4277,5451.921,38.0090,-15.5716,7.2910,5.8367,0.8300,1.0956,-1.6326,-0.4359,3369.661,254.4698,394.3487,301.2168,5.6803,271.5576,931.4652
1977Q4,0.7198,0.8400,0.5755,0.8066,-0.1590,3597.541,373.4578,5450.793,38.6520,-1.1610,7.5575,6.5146,0.0000,0.9310,-1.2678,0.1388,3416.976,259.8009,389.1410,313.8753,6.0754,273.5134,940.7422
1978Q1,0.6268,0.7467,0.3693,0.8674,-0.2421,3618.541,377.0734,5469.405,39.2900,-19.7057,7.9783,6.7808,11.2000,1.0222,-1.3962,0.4973,3456.569,252.8969,391.1016,315.4770,6.5067,272.9857,951.5347
1978Q2,0.6285,0.8000,0.6214,0.8527,-0.2220,3695.895,408.8576,5684.569,40.0480,28.5932,8.2334,7.2975,13.6900,1.1104,-1.5523,1.0847,3499.140,271.7453,409.8864,338.2363,7.2115,299.6803,962.1497
1978Q3,0.5621,0.7467,0.6759,0.8557,-0.2760,3711.438,423.4823,5740.300,40.7410,27.0470,8.4162,8.1043,27.4300,1.2103,-0.8748,1.6928,3524.949,268.0991,415.5746,342.1347,7.7169,319.4454,973.3429
1978Q4,0.5683,0.7600,1.0713,0.9593,-0.3666,3741.253,437.5068,5816.222,41.5710,-36.2705,8.7267,9.5726,4.9600,0.8492,0.1419,3.1068,3553.337,270.2440,414.1176,348.4280,8.3322,332.8085,986.3199
1979Q1,0.6092,0.8633,0.3389,0.9165,-0.2351,3760.172,447.1041,5825.949,42.3340,23.1181,9.0220,10.0708,5.7900,1.0964,0.7288,3.2821,3581.910,267.0937,404.4385,359.1154,8.8596,330.9548,996.2704
1979Q2,0.6269,1.0033,0.2751,0.8944,-0.2230,3757.970,445.8658,5831.418,43.3640,6.5007,9.0171,10.1848,7.0200,1.0952,0.7402,3.6281,3593.291,261.0926,396.8828,351.5924,9.1394,335.7457,1007.488
1979Q3,0.6106,1.1033,0.8900,0.9028,-0.2166,3794.945,459.8639,5873.335,44.2600,20.7362,8.9912,10.9217,35.5400,0.9998,1.0542,3.9155,3617.995,268.3945,392.1711,355.1717,9.8997,351.3987,1011.726
1979Q4,0.7137,1.2733,1.9331,1.1201,-0.3393,3805.009,461.1187,5889.495,45.1360,-6.2823,10.3681,13.5747,10.9200,1.0692,2.0328,6.4564,3644.700,261.4953,377.3540,343.6119,10.6653,362.1589,1014.297
1980Q1,0.8441,1.3367,1.2719,1.1552,-0.1469,3798.418,466.2878,5908.467,46.1260,-39.5954,11.8387,14.9867,6.2500,1.0087,2.1842,7.5893,3646.545,257.3813,348.4794,343.3148,11.1768,367.7518,1017.639
1980Q2,1.0052,2.1533,1.6430,1.2103,-0.2089,3712.207,442.6633,5787.373,47.1560,44.9746,10.3823,12.6791,-11.6700,0.9640,-0.3716,4.2258,3612.641,229.6247,284.0113,311.2391,11.6770,359.6790,1020.490
1980Q3,0.9247,1.5900,1.1359,1.1819,0.0355,3751.999,445.9601,5776.617,48.2320,35.9874,10.8098,9.7600,-5.5600,1.0353,-1.3302,1.2641,3634.269,239.8229,288.8625,310.0018,12.3750,361.4694,1008.284
1980Q4,0.9151,1.8400,1.9857,1.1013,-0.0630,3802.034,455.2195,5883.460,49.5910,18.9441,12.3248,15.8463,-10.5900,0.9361,1.9511,6.9768,3673.691,247.1516,317.0862,315.0464,12.5651,372.1030,1004.969
1981Q1,0.9187,2.0833,1.3652,1.1703,0.1511,3822.849,462.3554,6005.717,50.8940,-6.5244,12.8330,16.4687,-30.8300,0.9331,2.2570,7.2553,3681.523,254.1903,311.4213,321.1770,13.2539,371.8778,1018.809
1981Q2,1.0609,1.7867,1.1149,1.2140,0.3718,3822.791,471.5672,5957.795,51.8020,-18.0945,13.5776,17.7266,-25.0000,0.9335,2.0802,8.7246,3702.887,244.3050,300.8665,321.2399,13.8212,385.8917,1022.389
1981Q3,1.0025,1.5567,2.0367,1.2010,0.3037,3838.304,483.0473,6030.184,52.7540,-69.2577,14.6257,17.7188,-9.1700,0.9036,1.2093,9.0667,3703.907,251.7271,277.6567,326.0066,14.5917,395.6248,1036.853
1981Q4,1.2755,2.0667,1.7515,1.2654,0.3885,3809.291,494.7779,5955.062,53.6740,17.0601,13.9312,13.6278,0.8300,1.0223,-1.6252,5.3546,3710.873,233.6158,249.2161,316.7739,15.4577,424.7289,1043.928
