DATE,AAA,DBAA
1957-07-01,4.0700000000000000,.
1957-10-01,3.9966666666666667,.
1958-01-01,3.6066666666666667,.
1958-04-01,3.5800000000000000,.
1958-07-01,3.8700000000000000,.
1958-10-01,4.0933333333333333,.
1959-01-01,4.1300000000000000,.
1959-04-01,4.3533333333333333,.
1959-07-01,4.4733333333333333,.
1959-10-01,4.5700000000000000,.
1960-01-01,4.5533333333333333,.
1960-04-01,4.4533333333333333,.
1960-07-01,4.3133333333333333,.
1960-10-01,4.3200000000000000,.
1961-01-01,4.2700000000000000,.
1961-04-01,4.2833333333333333,.
1961-07-01,4.4366666666666667,.
1961-10-01,4.4100000000000000,.
1962-01-01,4.4100000000000000,.
1962-04-01,4.2966666666666667,.
1962-07-01,4.3366666666666667,.
1962-10-01,4.2566666666666667,.
1963-01-01,4.1966666666666667,.
1963-04-01,4.2200000000000000,.
1963-07-01,4.2866666666666667,.
1963-10-01,4.3333333333333333,.
1964-01-01,4.3766666666666667,.
1964-04-01,4.4066666666666667,.
1964-07-01,4.4100000000000000,.
1964-10-01,4.4300000000000000,.
1965-01-01,4.4200000000000000,.
1965-04-01,4.4433333333333333,.
1965-07-01,4.4966666666666667,.
1965-10-01,4.6133333333333333,.
1966-01-01,4.8133333333333333,.
1966-04-01,5.0033333333333333,.
1966-07-01,5.3200000000000000,.
1966-10-01,5.3833333333333333,.
1967-01-01,5.1200000000000000,.
1967-04-01,5.2633333333333333,.
1967-07-01,5.6166666666666667,.
1967-10-01,6.0266666666666667,.
1968-01-01,6.1266666666666667,.
1968-04-01,6.2533333333333333,.
1968-07-01,6.0766666666666667,.
1968-10-01,6.2433333333333333,.
1969-01-01,6.7000000000000000,.
1969-04-01,6.8866666666666667,.
1969-07-01,7.0633333333333333,.
1969-10-01,7.4666666666666667,.
1970-01-01,7.8933333333333333,.
1970-04-01,8.1400000000000000,.
1970-07-01,8.2200000000000000,.
1970-10-01,7.9066666666666667,.
1971-01-01,7.2166666666666667,.
1971-04-01,7.4733333333333333,.
1971-07-01,7.5566666666666667,.
1971-10-01,7.3000000000000000,.
1972-01-01,7.2333333333333333,.
1972-04-01,7.2766666666666667,.
1972-07-01,7.2066666666666667,.
1972-10-01,7.1366666666666667,.
1973-01-01,7.2200000000000000,.
1973-04-01,7.3066666666666667,.
1973-07-01,7.5866666666666667,.
1973-10-01,7.6500000000000000,.
1974-01-01,7.8966666666666667,.
1974-04-01,8.3633333333333333,.
1974-07-01,8.9866666666666667,.
1974-10-01,9.0166666666666667,.
1975-01-01,8.7066666666666667,.
1975-04-01,8.8733333333333333,.
1975-07-01,8.9133333333333333,.
1975-10-01,8.8100000000000000,.
1976-01-01,8.5566666666666667,.
1976-04-01,8.5333333333333333,.
1976-07-01,8.4633333333333333,.
1976-10-01,8.1833333333333333,.
1977-01-01,8.0333333333333333,.
1977-04-01,8.0133333333333333,.
1977-07-01,7.9466666666666667,.
1977-10-01,8.1033333333333333,.
1978-01-01,8.4500000000000000,.
1978-04-01,8.6700000000000000,.
1978-07-01,8.7533333333333333,.
1978-10-01,9.0266666666666667,.
1979-01-01,9.2933333333333333,.
1979-04-01,9.3900000000000000,.
1979-07-01,9.2900000000000000,.
1979-10-01,10.5433333333333333,.
1980-01-01,12.1433333333333333,.
1980-04-01,11.2033333333333333,.
1980-07-01,11.5766666666666667,.
1980-10-01,12.8300000000000000,.
1981-01-01,13.1633333333333333,.
1981-04-01,13.9833333333333333,.
1981-07-01,14.9200000000000000,.
1981-10-01,14.6166666666666667,.
1982-01-01,15.0100000000000000,.
1982-04-01,14.5100000000000000,.
1982-07-01,13.7533333333333333,.
1982-10-01,11.8766666666666667,.
1983-01-01,11.8433333333333333,.
1983-04-01,11.5700000000000000,.
1983-07-01,12.3433333333333333,.
1983-10-01,12.4100000000000000,.
1984-01-01,12.2833333333333333,.
1984-04-01,13.2133333333333333,.
1984-07-01,12.9900000000000000,.
1984-10-01,12.3500000000000000,.
1985-01-01,12.2566666666666667,.
1985-04-01,11.6300000000000000,.
1985-07-01,11.0300000000000000,.
1985-10-01,10.5766666666666667,.
1986-01-01,9.5733333333333333,11.0268852459016393
1986-04-01,9.0033333333333333,10.2706250000000000
1986-07-01,8.8300000000000000,10.1825000000000000
1986-10-01,8.6766666666666667,10.0954687500000000
1987-01-01,8.3666666666666667,9.6619354838709677
1987-04-01,9.1666666666666667,10.3596825396825397
1987-07-01,9.7566666666666667,10.9006250000000000
1987-10-01,10.2133333333333333,11.3823437500000000
1988-01-01,9.5566666666666667,10.7452380952380952
1988-04-01,9.8100000000000000,10.9828571428571429
1988-07-01,9.9633333333333333,11.0787500000000000
1988-10-01,9.5100000000000000,10.5100000000000000
1989-01-01,9.6866666666666667,10.6451612903225806
1989-04-01,9.4866666666666667,10.3623437500000000
1989-07-01,8.9666666666666667,9.8866666666666667
1989-10-01,8.8900000000000000,9.8134920634920635
1990-01-01,9.1933333333333333,10.0955555555555556
1990-04-01,9.3966666666666667,10.3128571428571429
1990-07-01,9.4033333333333333,10.4074603174603175
1990-10-01,9.2933333333333333,10.6056250000000000
1991-01-01,8.9333333333333333,10.2136065573770492
1991-04-01,8.9100000000000000,9.9214062500000000
1991-07-01,8.7866666666666667,9.6901562500000000
1991-10-01,8.4466666666666667,9.4021875000000000
1992-01-01,8.2800000000000000,9.2000000000000000
1992-04-01,8.2766666666666667,9.1276190476190476
1992-07-01,7.9800000000000000,8.7042187500000000
1992-10-01,8.0233333333333333,8.8673437500000000
1993-01-01,7.7333333333333333,8.3896774193548387
1993-04-01,7.4066666666666667,8.1390476190476190
1993-07-01,6.8933333333333333,7.6229687500000000
1993-10-01,6.8433333333333333,7.5546875000000000
1994-01-01,7.1600000000000000,7.8590476190476190
1994-04-01,7.9466666666666667,8.6012903225806452
1994-07-01,8.1733333333333333,8.8378125000000000
1994-10-01,8.5700000000000000,9.2077777777777778
1995-01-01,8.2800000000000000,8.8723809523809524
1995-04-01,7.6600000000000000,8.2168253968253968
1995-07-01,7.4333333333333333,8.0619047619047619
1995-10-01,6.9866666666666667,7.6463492063492063
1996-01-01,7.0500000000000000,7.7069841269841270
1996-04-01,7.6100000000000000,8.2946875000000000
1996-07-01,7.5900000000000000,8.2895312500000000
1996-10-01,7.2300000000000000,7.9230645161290323
1997-01-01,7.4266666666666667,8.0760655737704918
1997-04-01,7.5733333333333333,8.1890625000000000
1997-07-01,7.1700000000000000,7.7587500000000000
1997-10-01,6.8766666666666667,7.4401612903225806
1998-01-01,6.6666666666666667,7.2593442622950820
1998-04-01,6.6366666666666667,7.2514285714285714
1998-07-01,6.4900000000000000,7.1271875000000000
1998-10-01,6.3333333333333333,7.2456451612903226
1999-01-01,6.4200000000000000,7.4121311475409836
1999-04-01,6.9333333333333333,7.7392187500000000
1999-07-01,7.3266666666666667,8.1023437500000000
1999-10-01,7.4866666666666667,8.2350793650793651
2000-01-01,7.7133333333333333,8.3307936507936508
2000-04-01,7.7666666666666667,8.6041269841269841
2000-07-01,7.6066666666666667,8.3130158730158730
2000-10-01,7.4033333333333333,8.2175806451612903
2001-01-01,7.0766666666666667,7.8817741935483871
2001-04-01,7.2233333333333333,8.0384126984126984
2001-07-01,7.1066666666666667,7.9403278688524590
2001-10-01,6.9233333333333333,7.9201639344262295
2002-01-01,6.6233333333333333,7.9550000000000000
2002-04-01,6.7133333333333333,8.0257812500000000
2002-07-01,6.3500000000000000,7.6323437500000000
2002-10-01,6.2800000000000000,7.6014516129032258
2003-01-01,6.0033333333333333,7.1198360655737705
2003-04-01,5.3100000000000000,6.4738095238095238
2003-07-01,5.6966666666666667,6.8031250000000000
2003-10-01,5.6566666666666667,6.6625806451612903
2004-01-01,5.4566666666666667,6.2662903225806452
2004-04-01,5.9266666666666667,6.6619354838709677
2004-07-01,5.6433333333333333,6.4515625000000000
2004-10-01,5.4866666666666667,6.1861290322580645
2005-01-01,5.3200000000000000,5.9703278688524590
2005-04-01,5.1466666666666667,5.9693750000000000
2005-07-01,5.0933333333333333,5.9810937500000000
2005-10-01,5.3800000000000000,6.3360655737704918
2006-01-01,5.3900000000000000,6.3117741935483871
2006-04-01,5.8933333333333333,6.7377777777777778
2006-07-01,5.6800000000000000,6.5931746031746032
2006-10-01,5.3866666666666667,6.2832258064516129
2007-01-01,5.3633333333333333,6.2956451612903226
2007-04-01,5.5766666666666667,6.4903125000000000
2007-07-01,5.7533333333333333,6.6341269841269841
2007-10-01,5.5300000000000000,6.5058064516129032
2008-01-01,5.4566666666666667,6.7488524590163934
2008-04-01,5.6000000000000000,6.9896875000000000
2008-07-01,5.6533333333333333,7.2059375000000000
2008-10-01,5.8166666666666667,8.8156451612903226
2009-01-01,5.2733333333333333,8.2247540983606557
2009-04-01,5.5133333333333333,7.9730158730158730
2009-07-01,5.2666666666666667,6.6656250000000000
2009-10-01,5.2000000000000000,6.3272580645161290
2010-01-01,5.2933333333333333,6.2872131147540984
2010-04-01,5.0433333333333333,6.1826562500000000
2010-07-01,4.5800000000000000,5.7754687500000000
2010-10-01,4.8566666666666667,5.9176190476190476
2011-01-01,5.1300000000000000,6.0866129032258065
2011-04-01,5.0366666666666667,5.8476190476190476
2011-07-01,4.4633333333333333,5.4560937500000000
2011-10-01,3.9266666666666667,5.2532786885245902
2012-01-01,3.8966666666666667,5.2022580645161290
2012-04-01,3.8000000000000000,5.0939062500000000
2012-07-01,3.4566666666666667,4.8757142857142857
2012-10-01,3.5400000000000000,4.5742622950819672
2013-01-01,3.8766666666666667,4.8100000000000000
2013-04-01,3.9633333333333333,4.8245312500000000
2013-07-01,4.5066666666666667,5.4023437500000000
2013-10-01,4.5933333333333333,5.3570967741935484
2014-01-01,4.4400000000000000,5.1195081967213115
2014-04-01,4.2166666666666667,4.8219047619047619
2014-07-01,4.1166666666666667,4.7423437500000000
2014-10-01,3.8766666666666667,4.7337096774193548
2015-01-01,3.5700000000000000,4.5013114754098361
2015-04-01,3.8966666666666667,4.8309375000000000
2015-07-01,4.0866666666666667,5.2429687500000000
2015-10-01,3.9933333333333333,5.4174193548387097
2016-01-01,3.9266666666666667,5.2986885245901639
2016-04-01,3.5900000000000000,4.6601562500000000
2016-07-01,3.3366666666666667,4.2568750000000000
2016-10-01,3.8100000000000000,4.6403278688524590
2017-01-01,3.9600000000000000,4.6624193548387097
2017-04-01,3.8000000000000000,4.4928571428571429
2017-07-01,3.6533333333333333,4.3331746031746032
2017-10-01,3.5600000000000000,4.2704838709677419
2018-01-01,3.7466666666666667,4.4670491803278689
2018-04-01,3.9366666666666667,4.7771875000000000
2018-07-01,3.9100000000000000,4.8100000000000000
2018-10-01,4.1266666666666667,5.1377419354838710
2019-01-01,3.8300000000000000,4.9683606557377049
2019-04-01,3.5933333333333333,4.6000000000000000
2019-07-01,3.1000000000000000,4.0257812500000000
2019-10-01,3.0266666666666667,3.9141935483870968
2020-01-01,2.9133333333333333,3.9058064516129032
2020-04-01,2.4566666666666667,3.9026984126984127
2020-07-01,2.2333333333333333,3.3171875000000000
2020-10-01,2.3033333333333333,3.2977419354838710
2021-01-01,.,.
