Date,GDP,YIV,Reccession
01.07.1990,1.72721,3.356492701,1
01.10.1990,0.60288,3.102998175,1
01.01.1991,-0.9502,2.341978102,1
01.04.2001,1.05724,3.603191606,1
01.07.2001,0.50359,3.10469708,1
01.10.2001,0.15349,3.192427007,1
01.01.2008,1.14924,5.954757299,1
01.04.2008,1.09243,7.407487226,1
01.07.2008,0.00188,7.766505474,1
01.10.2008,-2.75308,7.547972628,1
01.01.2009,-3.28907,6.060728102,1
01.04.2009,-3.92445,9.210958029,1
